NOMBRE,GENEROS,bytesfiles,sampleratefiles,totalsamplesfiles,durationfiles
Pobre Senor - Orq Son.mp3,Pachanga,3498023,44100,9478656,214.9
Pobre Soy - Bobby Valentin.mp3,Guaracha,3537491,44100,9586943,217.4
POBRE SOY - LOS ANDY.mp3,Guajira,4659012,44100,10272839,232.9
Pobrecito Iyawocito - Orq Harlow.mp3,Bolero Son,3955102,44100,10737793,243.5
Poco A Poco - Celia Crúz.mp3,Bolero Son,2734415,44100,7373950,167.2
Poco A Poco - Oscar D' León.mp3,Bolero Son,3736272,44100,10135296,229.8
POCO A POCO - OSCAR DE LEON.mp3,Guajira,4524092,44100,9975623,226.2
Poco A Poco  Xavier Cugat.mp3,Guajira,2760463,44100,7445375,168.8
Poco A Poco (2).mp3,Son Montuno,5897310,44100,8044784,182.4
Poco A Poco.mp3,Guaracha,4737586,44100,11409408,258.7
Podemos - David Pabon.mp3,Guaracha,4705515,44100,12957696,293.8
Poem - Bobby Valentin.mp3,Bolero Tradicional,2898427,44100,7825537,177.4
Poema A La Mujer Del Campo.mp3,Bolero Tradicional,5836800,44100,15984001,362.4
Poema De Otono.mp3,Guajira,4479084,44100,9128448,207
Poeta Y Guerrero.mp3,Bolero Tradicional,4949389,44100,13478399,305.6
Poinciana.mp3,Bolero Tradicional,2954302,44100,6209280,140.8
Poinsiana.mp3,Bolero Tradicional,2368945,44100,6322176,143.4
Policia - Policia.mp3,Son Montuno,8302845,44100,9151488,207.5
Polka.mp3,Pachanga,2740828,44100,11414030,258.8
Pollera Y Montuno - Camilo Azuquita.mp3,Guaracha,4041141,44100,10975104,248.9
Pollo Atrasado - Vicentico Valdes.mp3,Bolero Tradicional,2789180,44100,7524863,170.6
Polos Opuestos.mp3,Salsa,6998914,44100,12750333,289.1
Ponce - Hector Lavoe.mp3,Bolero Son,5958599,44100,16411393,372.1
Ponete  A Ve Nene.mp3,Merengue,2679357,44100,9539158,216.3
Pongale Usted La Rima.mp3,Son Cubano,4728291,44100,12947327,293.6
PONGAN OIDO- PETE Y LUI.mp3,Bolero Son,9271024,44100,10216365,231.7
Poniendo El Grito En El Cielo - Gran Combo.mp3,Merengue,4598603,44100,12662783,287.1
PONLE PUNTO.mp3,Pachanga,3135616,44100,8636544,195.8
Ponme El Alcolado Juana.mp3,Son Cubano,3767239,44100,10315362,233.9
Ponme La Mano Caridad.mp3,Merengue,6958121,44100,12676607,287.5
Ponte Duro.mp3,Bolero Tradicional,9172687,44100,25119360,569.6
Ponte En La Bola.mp3,Bolero Tradicional,2634172,44100,6879743,156
Ponte En Vela  - Tito Rodríguez.mp3,Guaracha,3310789,44100,7170047,162.6
Ponte Pa Las Cosas.mp3,Pachanga,4712032,44100,12824065,290.8
Poopurri.mp3,Son Cubano,21877667,48000,26191872,545.7
Popo Pa' Mi - Orq Harlow - Junior Gonzales.mp3,Bolero Son,5875226,44100,16030080,363.5
POPURRI - ROBERTO TORRES.mp3,Guajira,4509463,44100,9943366,225.5
Popurri Feria De Cali 2007.mp3,Merengue,11725402,48000,34998912,729.1
Poque Adore.mp3,Bolero Tradicional,8451156,44100,15526412,352.1
Poquita Cosa.mp3,Pachanga,4139259,44100,11335097,257
Por  Mi Comida.mp3,Bolero Son,3907607,44100,16958977,384.6
Por Alguien Como Tu - José Alberto El Canario.mp3,Guajira,3491782,44100,9461374,214.5
Por Alguien Como Tu-Hmnos Moreno.mp3,Guaracha,3442894,44100,9483832,215.1
Por Alguien Que Se Fue (1).mp3,Son Cubano,14959957,48000,17890560,372.7
Por Alguien Que Se Fue- Gunda Merced.mp3,Son Cubano,5965528,44100,16430844,372.6
Por Alguien Que Se Fue.mp3,Salsa,14686354,48000,17562240,365.9
Por Amar Se Da Todo.mp3,Merengue,4820521,44100,13250928,300.5
Por Amarte Asi.mp3,Bolero Tradicional,8420709,44100,15469054,350.8
Por Amor Se Da Todo.mp3,Guaracha,4790215,44100,13199615,299.3
Por Amor.mp3,Bolero Tradicional,4626862,44100,12589536,285.5
Por Bocon - Guayacán.mp3,Son Montuno,5412258,44100,11803775,267.7
Por Borracha-En Un Beso La Vida.mp3,Bolero Son,4317056,44100,11662849,264.5
Por Culpa De Ella [Luis Sanchez].mp3,Bolero Tradicional,2914432,44100,8027134,182
Por Delante No.mp3,Guaracha,6276302,44100,13708798,310.9
Por Descuido (Balada) - Frankie Negron.mp3,Son Cubano,3894021,44100,10569601,239.7
Por Descuido (Salsa) - Frankie Negron.mp3,Guaracha,4345833,44100,11814911,267.9
Por Dios Que No.mp3,Pachanga,10505076,44100,11516543,261.1
Por Dos Caminos - Bienvenido Granda - Sonora.mp3,Guaracha,2983936,44100,8219515,186.4
Por Dos Caminos - Bienvenido Granda.mp3,Merengue,3045649,44100,8391166,190.3
Por Ejemplo.mp3,Guajira,11578470,44100,12760324,289.3
Por El - La Mulenze.mp3,Guajira,3530105,44100,12756098,289.3
POR EL BATEY - MATAMOROS.mp3,Salsa,2994489,44100,6602566,149.7
Por El Batey.mp3,Pachanga,2503737,44100,6738047,152.8
Por El Camino Real.mp3,Salsa,10362285,44100,11385215,258.2
Por El Ojo - Bobby Valentin.mp3,Bolero Son,2666465,44100,7186175,163
Por El Ojo.mp3,Son Montuno,2760705,44100,7399296,167.8
Por El Pecho No - Gran Combo.mp3,Guajira,3824515,44100,10529280,238.8
Por El Suelo.mp3,Son Cubano,3783722,44100,10202113,231.3
Por El.mp3,Pachanga,4760154,44100,13107826,297.2
Por Ella - Erick.mp3,Bolero Tradicional,5063219,44100,11161728,253.1
Por Ella - Gran Combo.mp3,Pachanga,5314943,44100,14637311,331.9
Por Ella -- Max Torres.mp3,Salsa,5196991,44100,14318209,324.7
Por Ella (1).mp3,Pachanga,11525087,44100,21067287,477.7
Por Encima Del Nivel - La Van Van.mp3,Pachanga,6576470,44100,17963137,407.3
Por Esa Mujer (1).mp3,Bolero Son,11965653,48000,14297472,297.9
Por Esa Mujer.mp3,Bolero Tradicional,11055587,48000,13205376,275.1
Por Eso Calle.mp3,Guaracha,7024725,44100,12797945,290.2
Por Eso Esta Conmigo - Johnny Rivera.mp3,Guajira,5790854,44100,12638593,286.6
Por Eso Esta Conmigo.mp3,Guaracha,4546001,44100,12366720,280.4
Por Eso Está Conmigo.mp3,Bolero Tradicional,6851463,44100,12480765,283
Por Eso Rmx.mp3,Salsa,17958148,44100,19793919,448.8
Por Eso Yo Canto Salsa - Fania All Star - Jhonny Pacheco.mp3,Guaracha,8047724,44100,22018176,499.3
Por Eso Yo Canto.mp3,Salsa,12145961,44100,22209405,503.6
Por Eso.mp3,Pachanga,4939047,44100,13600900,308.4
Por Falta De Amor- Johnny Rivera.mp3,Son Cubano,5870788,44100,12814847,290.6
Por Favor Señora.mp3,Merengue,11650789,48000,13919616,290
Por Haber Vivido.mp3,Bolero Son,8155443,44100,8926083,202.4
Por Haberme Alejado.mp3,Pachanga,3968609,44100,10932481,247.9
Por Haberte Amado Tanto - Frankie Ruíz.mp3,Son Cubano,6367111,44100,13909248,315.4
Por Haberte Amado Tanto.mp3,Guaracha,5049726,44100,13754881,311.9
Por Instinto - David Pabon.mp3,Bolero Son,4196077,44100,11553409,262
Por Internet.mp3,Son Cubano,4110658,44100,7549646,171.2
Por La Libre [Descarga].mp3,Pachanga,5934656,44100,6537737,148.2
Por La Mañanita.mp3,Pachanga,4147426,44100,8562815,194.2
POR LAS BUENAS - LA BILLOS.mp3,Guajira,3054933,44100,6736127,152.7
Por Mas Que Intento - Gilberto Santa Rosa.mp3,Son Montuno,5734962,44100,12515329,283.8
Por Mas Que Intento Balada - Gilberto Santa Rosa.mp3,Guaracha,4895386,44100,10664064,241.8
Por Mas Que Intento.mp3,Pachanga,4587520,44100,12632831,286.5
Por Mas Que Quiera - Gran Combo.mp3,Merengue,4346134,44100,11966976,271.4
Por Mas Que Te Escondas - Bobby Valentin.mp3,Merengue,4401009,44100,11966976,271.4
POR MAS QUE TE ESCONDAS -Luisito Carrion-Bobby Valentìn-.mp3,Bolero Tradicional,4431164,44100,12134016,275.1
Por Mas Que Viva.mp3,Bolero Son,7858502,44100,14328575,324.9
Por Mas Que Vivo - Cheo Feliciano.mp3,Guaracha,5208742,44100,14193792,321.9
Por Mi Honor  - Daniel Santos.mp3,Guaracha,3744306,44100,8123904,184.2
Por Mujeres Como Tu.mp3,Pachanga,14308065,48000,17108352,356.4
Por Mujeres Como Tú.mp3,Son Cubano,14259185,48000,17049600,355.2
Por Nada - Gilberto Santa Rosa.mp3,Guajira,5401270,44100,11907073,270
Por Nada En El Mundo - Frankie Negron.mp3,Guaracha,3824220,44100,10377215,235.3
Por Primera Vez.mp3,Bolero Son,3789378,44100,10432125,236.6
Por Que - Bernie Pérez.mp3,Son Cubano,5706574,44100,12580295,285.3
Por que adore - Flamboyam.mp3,Pachanga,3553553,22050,7812864,354.3
Por Que Adore-Frankie Dante.mp3,Bolero Tradicional,5656083,44100,15560638,352.8
Por Que Ahora.mp3,Pachanga,2799222,44100,7505280,170.2
Por Que Dios Te Hizo Tan Bella.mp3,Pachanga,4117975,44100,11182853,253.6
Por Que Disimulamos.mp3,Merengue,11590000,44100,12726144,288.6
Por Que Este Amor.mp3,Salsa,13213663,48000,15795072,329.1
Por Que Fallaste.mp3,Bolero Tradicional,7725618,44100,14087032,319.4
Por Que Finges Asi - Bienvenido Granda.mp3,Merengue,2557055,44100,7044479,159.7
Por Que No Me Enamoras.mp3,Pachanga,6800709,44100,12387455,280.9
Por Que No Puedo Ser Feliz - Hector Lavoe.mp3,Bolero Son,4054836,44100,11164031,253.2
Por Que Palpitas.mp3,Pachanga,2717826,44100,7326722,166.1
Por Que Pensar Asi.mp3,Guajira,3020345,44100,8318591,188.6
Por Que Se Fue.mp3,Guaracha,5296247,44100,11546496,261.8
Por Que Se Fué.mp3,Guajira,6344888,44100,11549950,261.9
POR QUE SERA - OSCAR DE LEON.mp3,Bolero Tradicional,4641120,44100,10233670,232.1
Por Que Será.mp3,Merengue,5850862,44100,10642173,241.3
Por Que Te Amo.mp3,Son Montuno,5021043,44100,13591295,308.2
Por Que Te Amo-Nino Segarra.mp3,Pachanga,5039319,44100,13883319,314.8
Por Que Te Conoci - Hector Lavoe.mp3,Son Montuno,4576432,44100,12601729,285.8
Por Que Te Empeñas En Decir - Laito Y Caito.mp3,Pachanga,3105553,44100,8396927,190.4
Por Que Te Empeñas En Decir.mp3,Pachanga,3140336,44100,8491394,192.5
Por Que Te Fuiste.mp3,Son Cubano,4223919,44100,11636179,263.9
Por Que Te Fuistes.mp3,Guajira,3644913,44100,9877248,224
Por Que Te Niegas.mp3,Pachanga,16101283,44100,17739874,402.3
Por Que Te Quiero Tanto.mp3,Bolero Tradicional,12449592,48000,14939136,311.2
Por Que Te Vas.mp3,Pachanga,4499131,44100,12237695,277.5
Por Que Tengo Ganas.mp3,Guaracha,4295463,44100,11676087,264.8
Por Que Tu Sufres  - Daniel Santos.mp3,Son Cubano,3218418,44100,8707967,197.5
Por Que.mp3,Guaracha,2714845,44100,7319809,166
POR RETENERTE - ARMANDO HERNANDEZ.mp3,Guajira,4285802,44100,9441093,214.1
Por Retenerte.mp3,Bolero Son,11449852,44100,12618523,286.1
Por Si Acaso.mp3,Bolero Tradicional,5287936,44100,14570497,330.4
Por Si Nos Volvemos A Ver.mp3,Son Montuno,4991182,44100,13753145,311.9
Por Si Nunca Nos Volvemos A Ver.mp3,Merengue,4988011,44100,13742208,311.6
Por Si Piensas Regresar + Adalberto Santiago.mp3,Bolero Son,5750433,44100,12549191,284.6
Por Si Te Vuelvo A Ver - Cheo Feliciano.mp3,Guaracha,5047828,44100,13750273,311.8
POR SI TE VUELVO A VER.mp3,Guaracha,5023744,44100,13844735,313.9
Por Siempre - Gran Combo.mp3,Guajira,4806711,44100,13236480,300.1
Por Tenerte.mp3,Guaracha,4278799,44100,11630589,263.7
Por Ti - Frankie Negron.mp3,Bolero Tradicional,4232970,44100,11503871,260.9
Por Ti Llorare - Dimensión Latina.mp3,Salsa,6256401,44100,13665024,309.9
Por Ti No Morire.mp3,Bolero Tradicional,4821496,44100,13204224,299.4
Por Ti Sere.mp3,Guajira,5531621,44100,10053503,228
Por Toda La Vida.mp3,Bolero Tradicional,8144042,44100,17955072,407.1
Por Todas Partes.mp3,Bolero Tradicional,5198840,44100,14166144,321.2
Por Tu Puerta No Paso Mas - Carlos Argentino.mp3,Salsa,2403420,44100,6461568,146.5
Por Un Beso - Guayacán.mp3,Pachanga,5644226,44100,12315265,279.3
Por Un Beso.mp3,Guajira,4433194,44100,12206643,276.8
POR UN MANI - TONY PIZARRO.mp3,Guajira,3492725,44100,7692359,174.4
Por Un Momento De Placer - Henry Fiol.mp3,Son Montuno,5064701,44100,13796351,312.8
Por Una Cabeza (Tango) - Gran Combo.mp3,Guaracha,2595311,44100,7141248,161.9
Por Una Canita.mp3,Son Cubano,5694394,44100,15435648,350
Por Una Madre 1962.mp3,Guajira,2901141,44100,7990272,181.2
Por Una Sonrisa.mp3,Salsa,2749563,44100,7415423,168.2
Por Volverte A Ver.mp3,Son Cubano,4881878,44100,13209984,299.5
Porcentaje.mp3,Salsa,2783224,44100,7508152,170.3
Pordiosero - Gran Combo.mp3,Guajira,4224074,44100,11630592,263.7
Porq´ Tengo Ganas.mp3,Guaracha,4373823,44100,11891513,269.6
Porque - Bienvenido Granda.mp3,Son Montuno,2682861,44100,7391232,167.6
Porque - Luisito Carrión.mp3,Bolero Son,4708866,44100,10252800,232.5
Porque Adore- Frankie Ruiz.mp3,Guajira,5700257,44100,15548544,352.6
Porque Adoré.mp3,Salsa,8551087,44100,15603837,353.8
Porque Dios Te Hizo Tan Bella.mp3,Salsa,4103026,44100,11076514,251.2
Porque Este Amor.mp3,Salsa,16074070,44100,17656351,400.4
Porque Me Abandono.mp3,Guaracha,4570888,44100,12592512,285.5
Porque Me Citas - Bobby Valentin.mp3,Salsa,4709873,44100,12818304,290.7
Porque Me Citas.mp3,Bolero Tradicional,4660636,44100,12842496,291.2
Porque Me Engaña.mp3,Pachanga,4097905,44100,11062656,250.9
Porque Me Siento Guajiro.mp3,Son Cubano,2629632,44100,7084800,160.7
Porque No me Dices Si.mp3,Guaracha,9113686,44100,12556800,284.7
Porque No Puedo Ser Feliz - Héctor Lavoe.mp3,Bolero Son,4224057,44100,11479679,260.3
Porque No Te Enamoras.mp3,Guajira,6824935,44100,12387457,280.9
Porque No Viene.mp3,Guaracha,5776842,44100,12604031,285.8
Porque Nos Separamos.mp3,Guajira,4674499,44100,12642048,286.7
Porque se fue- son de Cali.mp3,Bolero Tradicional,10571119,44100,11638656,263.9
Porque Sera - Celia Cruz.mp3,Bolero Son,2484894,44100,6686208,151.6
Porque Sera - Oscar  D´ León.mp3,Bolero Tradicional,3887573,44100,10552320,239.3
Porque Será (Guaracha).mp3,Salsa,6658830,44100,7276031,165
Porque Sera.mp3,Salsa,4289223,44100,11586815,262.7
Porque Te Amo.mp3,Pachanga,5906643,44100,13021056,295.3
Porque Te Conoci - Héctor Lavoe.mp3,Bolero Son,4701367,44100,12795265,290.1
Porque Te Fuiste - Bobby Valentin.mp3,Bolero Tradicional,3602700,44100,9766656,221.5
Porque Te Niegas- Roberto Roe.mp3,Merengue,6449903,44100,17765558,402.8
PORQUE TE NIEGAS.mp3,Pachanga,6443008,44100,17756928,402.7
Porque Te Quiero - Mickey Taveras.mp3,Bolero Son,4916170,44100,13387393,303.6
Porque Te Quiero Tanto.mp3,Son Cubano,5040374,44100,13729537,311.3
Porque Tu Lloras.mp3,Son Montuno,2810644,44100,7583615,172
Porque Tu.mp3,Bolero Tradicional,4576941,44100,12374785,280.6
Porque.mp3,Merengue,4572087,44100,12438711,282.1
PORRO BONITO - LUCHO ARGAIN.mp3,Merengue,3689709,44100,8135808,184.5
Posdata - Luis Perico Ortiz.mp3,Merengue,4830145,44100,13150080,298.2
Posiblemente.mp3,Son Cubano,7830166,44100,14222594,322.5
Post Data - Bobby Valentin.mp3,Pachanga,3179300,44100,8599679,195
POTPURRI -Son de la loma-Frutas del Caney-Buche y pluma-lagrimas negras-hueso na'mas-Roberto Torr.mp3,Son Montuno,8737105,44100,24075648,545.9
Potpurri.mp3,Bolero Tradicional,5469775,44100,14820480,336.1
Potro Amarrao - Gran Combo.mp3,Merengue,4336929,44100,11941632,270.8
Poupurri  De Salsa.mp3,Merengue,13458292,48000,16144704,336.3
Poupurri De Salsa.mp3,Salsa,5386113,44100,14682241,332.9
Praparate Jose Juan (Guaracha) - Gran Combo - Andy Montañez.mp3,Guaracha,2955222,44100,8133120,184.4
Preciosa - Daniel Santos.mp3,Son Cubano,2291803,44100,6153984,139.5
Preciosa - Marck Anthony.mp3,Merengue,4986657,44100,13580929,308
Preciosa Mujer.mp3,Merengue,3183883,44100,8612352,195.3
Preciosa.mp3,Son Montuno,5035928,44100,13856639,314.2
Precioso Acuerdo - Primi Cruz.mp3,Bolero Son,6127826,44100,13381631,303.4
Predestinacion.mp3,Son Montuno,2189642,22050,5872320,266.3
PREFERI PERDERTE - Celia Crúz.mp3,Guaracha,4147200,44100,9144576,207.4
Preferi Perderte.mp3,Pachanga,8582481,44100,9396863,213.1
Prefiero El Son.mp3,Bolero Son,6070806,44100,16466689,373.4
Prefiero Olvidarla.mp3,Pachanga,4314305,44100,11655352,264.3
PREFIERO TU AMOR - Celia Crúz.mp3,Merengue,2824359,44100,6227712,141.2
Prefiero Tu Amor.mp3,Salsa,2353434,44100,6321024,143.3
PREGON COSTEÑO - ANTILLAS BROTHERS.mp3,Guajira,4865198,44100,10718662,243.1
PREGON DE LOS CHICHARRONES - GUARACHEROS.mp3,Son Cubano,4162746,44100,7643897,173.3
Pregon De Los Chicharrones.mp3,Guajira,3556925,44100,7712640,174.9
Pregon De San Cristobal.mp3,Pachanga,5678701,44100,6195456,140.5
PREGONANDO - CONJUNTO MIRAMAR.mp3,Bolero Son,3511586,44100,7743047,175.6
Pregonero Del Carnaval.mp3,Guajira,3656185,44100,9914113,224.8
Pregones De San Cristobal - Oscar D´león.mp3,Guaracha,3904291,44100,10598399,240.3
Pregones Del Ayer - Hansel Y Raúl.mp3,Bolero Tradicional,6925715,44100,18926207,429.2
Preguntame Como Estoy.mp3,Guaracha,3629813,44100,9780479,221.8
Prenda Perdida.mp3,Son Cubano,4304462,44100,11705471,265.4
Prende El Fogon.mp3,Salsa,12493681,48000,14931072,311.1
Prende El Fogón.mp3,Guajira,8839682,44100,12178945,276.2
Prende La Vela (Guaracha).mp3,Bolero Tradicional,8473821,44100,9277056,210.4
Prende La Vela.mp3,Bolero Son,6195045,44100,11274621,255.7
Presentacion de musicos.mp3,Salsa,3901440,44100,10698621,242.6
Presentimiento - Orq Zodiac.mp3,Guaracha,4014296,44100,10901377,247.2
Presentimiento - Paco Y Bom Ple Ple.mp3,Guaracha,1863833,22050,4974337,225.6
Presentimiento.mp3,Salsa,3310160,44100,8904959,201.9
Presidente Dante.mp3,Bolero Son,3925341,44100,10655999,241.6
PRESIENTO - NELSON.mp3,Son Montuno,3276554,44100,9029944,204.8
Presiento.mp3,Bolero Tradicional,5069711,44100,9206781,208.8
Presiosa.mp3,Bolero Tradicional,5042176,44100,13893121,315
Preso.mp3,Son Montuno,5616145,44100,12380544,280.7
Prestame La Olla Teresa.mp3,Bolero Tradicional,2718224,44100,7329023,166.2
PRESTAME LOS GUANTES.mp3,Pachanga,3852288,44100,10615680,240.7
Prestame Tu Caballo - Bobby Valentin.mp3,Bolero Tradicional,6570631,44100,17947008,407
Prestame Tu Caballo.mp3,Merengue,7391232,44100,20368511,461.9
Presumida.mp3,Bolero Son,4741319,44100,12867840,291.8
Primera Dama.mp3,Bolero Tradicional,4221293,44100,11491832,260.6
Primero Fui Yo- Frankie Ruiz.mp3,Guajira,4736443,44100,12892031,292.3
Primero Fui Yo.mp3,Bolero Tradicional,7123548,44100,12980734,294.3
Primero Y Que.mp3,Son Montuno,4713831,44100,12749751,289.1
PRIMOROSO CANTAR.mp3,Bolero Tradicional,5424360,44100,14944895,338.9
Princesa - Frankie Negron.mp3,Bolero Son,4601612,44100,12519935,283.9
Princess - Mongo.mp3,Merengue,6105897,44100,13333247,302.3
Prisionero - Dlg.mp3,Salsa,7070103,44100,12882815,292.1
Prisionero.mp3,Son Montuno,11323524,48000,13587840,283.1
Privilegio (2).mp3,Guajira,8172051,44100,8944499,202.8
Privilegio.mp3,Bolero Son,5132528,44100,13896577,315.1
PROCURA - CHI - CHI - PERALTA.mp3,Pachanga,5371504,44100,11844166,268.6
Procuro Olvidarte.mp3,Salsa,4705010,44100,12956541,293.8
Profesor De Decimo Grado - Isaac Delgado.mp3,Guaracha,3855179,44100,13950719,316.3
Prohibido-Isaac Delgado.mp3,Bolero Tradicional,3997041,44100,10987904,249.2
Pronostico.mp3,Merengue,10264543,48000,12256128,255.3
Propiedad Privada.mp3,Bolero Tradicional,3856135,44100,10616830,240.7
Prosigue - Gran Combo.mp3,Merengue,4741503,44100,13056767,296.1
Prostitucion ( Junior Gonzalez ).mp3,Son Montuno,5392731,44100,14699522,333.3
Prostitucion.mp3,Salsa,14341705,48000,17148672,357.3
Prrrum.mp3,Son Montuno,6077498,44100,11058047,250.7
PRUEBA DE AMOR - TANIA.mp3,Salsa,4274361,44100,9424966,213.7
Pruebalo.mp3,Guaracha,3691228,44100,9948673,225.6
Pruebame - Louie Ramirez.mp3,Pachanga,4288707,44100,15543934,352.5
Pruebame - Louis Ramirez.mp3,Pachanga,5621141,44100,15329664,347.6
Pruebame.mp3,Bolero Son,5609380,44100,15431607,349.9
Pruébame.mp3,Guajira,8458512,44100,15433719,350
Psicologia - Gran Combo.mp3,Son Cubano,3818654,44100,10513153,238.4
Psicologia - Justo Betancourt.mp3,Salsa,3750694,44100,8140031,184.6
Psicologo.mp3,Guaracha,6060644,44100,11134078,252.5
Pueblo Blanco.mp3,Merengue,11224599,48000,13408128,279.3
Pueblo Divino - Luis Perico Ortiz.mp3,Guajira,5719150,44100,15600383,353.8
PUEBLO LATINO.mp3,Bolero Son,4272128,44100,11769984,266.9
Pueblo Mio.mp3,Bolero Tradicional,4504287,44100,12248064,277.7
Pueblo Nuevo    Iisrael Lopez.mp3,Guajira,5928590,44100,16177537,366.8
Pueblo Pueblo - Luis Perico Ortiz.mp3,Son Montuno,6102419,44100,16656768,377.7
Puede - La Mulenze.mp3,Bolero Son,4674581,44100,12721535,288.5
Puede.mp3,Guaracha,4698021,44100,12936572,293.3
Pueden Decir.mp3,Salsa,4120621,44100,11124864,252.3
Puente Sobre El Lago - Victor Piñeros.mp3,Son Cubano,2408415,44100,6475390,146.8
Puente Sobre El Lago.mp3,Son Cubano,2439018,44100,6558337,148.7
Puertas Abiertas.mp3,Guajira,4006419,44100,10858751,246.2
PUERTO ABANDONADO.mp3,Guajira,4544912,44100,10021249,227.2
Puerto Rico - Frankie Ruíz.mp3,Guajira,5578735,44100,12170879,276
Puerto Rico Adoración.mp3,Son Montuno,20743328,44100,22803841,517.1
Puerto Rico.mp3,Salsa,4192767,44100,11322609,256.7
Puesto Vacante - Federico.mp3,Bolero Tradicional,3140855,44100,8493696,192.6
Puesto Vacante.mp3,Son Montuno,15491853,44100,17014115,385.8
Pugilato B Granda.mp3,Bolero Son,2757097,44100,7436161,168.6
Pulpa De Tamarindo - Celia Cruz.mp3,Salsa,2570575,44100,9229821,209.3
Pulpá De Tamarindo  P Chanona.mp3,Son Montuno,3412474,44100,9242497,209.6
Pun Pun Catalú.mp3,Bolero Tradicional,5002482,44100,9082367,205.9
Puntillita.mp3,Son Cubano,2889856,44100,7959168,180.5
PUNTO BARE.mp3,Salsa,5461726,44100,14957568,339.2
Punto Final - Anthony Crúz.mp3,Salsa,6491977,44100,14184575,321.6
PUNTO FINAL - LOS HERMANOS MEDINA.mp3,Salsa,6191354,44100,13651653,309.6
Punto Final.mp3,Guaracha,4098320,44100,9031680,204.8
Punto Negro - Daniel Santos.mp3,Salsa,2657099,44100,7160831,162.4
Punto Negro.mp3,Bolero Son,2676842,44100,7214975,163.6
PUÑAL SEVILLANO - ENRIQUE RODRIGUEZ.mp3,Son Cubano,2600663,44100,7156702,162.3
Puño De Tierra.mp3,Son Montuno,3058146,44100,8425727,191.1
Pura Vestimenta - La Van Van.mp3,Son Montuno,5852977,44100,15969023,362.1
Pura Vestimenta.mp3,Guajira,5852992,44100,15969023,362.1
Pura.mp3,Bolero Tradicional,4404632,44100,11901311,269.9
Puras Mentiras - Polo Montañez.mp3,Salsa,4090451,44100,11111039,252
Puras Mentiras.mp3,Son Cubano,4183239,44100,11364479,257.7
Puro Amor.mp3,Son Montuno,2936385,44100,7930368,179.8
Qie Te Vaya Bonito.mp3,Merengue,5192044,44100,14147713,320.8
Quando Nos Tiene El Amor.mp3,Bolero Tradicional,4766192,44100,12893183,292.4
Que - Bobby Valentin.mp3,Salsa,3325162,44100,9001728,204.1
Que Algien Me Diga.mp3,Pachanga,11661990,44100,12852405,291.4
Que Alguien Me Diga - Gilberto Santa Rosa.mp3,Son Montuno,3034527,44100,10934782,248
Que Alguien Me Diga (Salsa).mp3,Guaracha,4688349,44100,12892031,292.3
Que Alguien Me Diga.mp3,Guajira,4040713,44100,10971647,248.8
Que Alivio [Charangasondescarga].mp3,Pachanga,14093516,44100,15532880,352.2
Que Aparezca La Pina.mp3,Guajira,10765735,48000,12857472,267.9
Que Bailen To´s.mp3,Pachanga,4886008,44100,8869245,201.1
Que Bailen Todos.mp3,Son Cubano,14026908,44100,15399011,349.2
Que Bailen Toós-Barranquilla.mp3,Merengue,4789561,44100,13038336,295.7
Que Bailen Tos - Dimencion Latina.mp3,Bolero Son,2488812,44100,8929151,202.5
Que Banda Tiene Usted.mp3,Bolero Son,6077286,44100,16587647,376.1
QUE BANDE TIENE USTED.mp3,Merengue,4603904,44100,12683521,287.6
Que Barbaridad.mp3,Salsa,5945914,44100,16124545,365.6
Que Bella Es Cuba  - Celia Cruz.mp3,Son Montuno,2609028,44100,7028352,159.4
Que Bellas Son.mp3,Bolero Tradicional,3879364,44100,10503934,238.2
QUE BELLO - SONORA TROPICANA.mp3,Son Cubano,4982802,44100,10987078,249.1
Que Bien Te Ves - Héctor Lavoe.mp3,Guajira,3595028,44100,9745918,221
Que Bola.mp3,Son Montuno,6421264,44100,11791311,267.4
Que Bonito Amanecer + Henry Fiol.mp3,Merengue,7851020,44100,17180928,389.6
Que Bonito Es Soñar.mp3,Salsa,12962352,44100,14286336,324
QUE BONITO ES VIVIR.mp3,Guaracha,10321036,44100,11378304,258
Que Bonito.mp3,Pachanga,12933833,44100,14257152,323.3
Que Buena La Rumba - Bobby Valentin.mp3,Son Cubano,3302607,44100,8939519,202.7
Que Buena Mama E Hija.mp3,Bolero Son,11945607,44100,13104249,297.1
Que Buena Te Estas Poniendo.mp3,Guaracha,10770543,48000,12863232,268
Que Bueno Baila Ud  - Oscar D' Leon.mp3,Son Montuno,3555295,44100,9636478,218.5
QUE BUENO BAILA USTED - OSCAR DE LEON.mp3,Salsa,4292124,44100,9464133,214.6
Que Bueno Baila Usted (1).mp3,Son Cubano,7931541,44100,8679168,196.8
Que Bueno Baila Usted 1957.mp3,Son Cubano,3132272,44100,8627327,195.6
Que Bueno Baila Usted.mp3,Guaracha,3433382,44100,9300095,210.9
Que Bueno Seria.mp3,Son Montuno,3270713,44100,6907392,156.6
Que Cinturita - Bienvenido Granda.mp3,Bolero Son,2766871,44100,7622784,172.9
Que Cocine Caridad - Tito Rodríguez.mp3,Merengue,3366691,44100,7293311,165.4
Que Corto Es El Amor - Mirta Silva.mp3,Bolero Tradicional,3644630,44100,7906175,179.3
Que Corto Es El Amor.mp3,Guajira,2928838,44100,7908481,179.3
